asin,description
B0063U2RWU,"Toothpaste, Fluoride, Oral Care, Dental Health, Whitening"
B0064GZQ2G,"Pectin Enzyme, Food Grade, Pectinase, Fruit Processing, Enzymatic Solution"
B0064H0LRU,nan
B0064GZCIE,"plastic bag, clear, resealable, food storage, packaging"
B0064GZBJO,"White, Powder, Food Grade, Granular, Packaging"
B0064H0Y2W,"Wine Tannin, Clarification Aid, Chestnut Wood, Low Tannin Balancer, U.S. Gallon Measurement"
B0064H0MVK,"White powder, transparent bag, small quantity, sealed packaging, powdered substance"
B0064O78HE,"24-hour, Turbo, Pure Yeast, Alcotech, Super Yeast"
B0064O952K,"11-inch, white, cylindrical, modern, decorative"
B0064O97VE,"height measurement, inches and centimeters, hand reference, vertical scale, clear illustration"
B0064O94I0,"Hydrometer, Alcohol, Wine, Measuring, Liquid"
B0064O8OYK,nan
B0064OFP88,"Black, Round, Caps, Plastic, Set"
B0064OEDTK,nan
B0064OFGLO,"metallic, hexagonal, red seal, cylindrical, stainless steel"
B0064OGEZG,"Gypsum, Powder, Building Material, Industrial Use, Packaging"
B0064OKYFC,nan
B0064O9B7E,"Bentonite, Clay, Natural, Powder, Health and Beauty"
B0064OJDUO,nan
B0064ODVLG,"Small, Round, White, Soft, Handheld"
B0064SEBZC,"USB-C to 3.5mm Adapter, Charging Cable, Audio Connector, Universal Compatibility, Earphone Interface"
B00657N7TS,nan
B00657O9Q8,nan
B00657LR5O,nan
B00657P0MA,nan
B00657VOJS,nan
B00657NOGO,"Electromagnet, Magnetic Field, Coil, Electrical Component, Magnetic Induction"
B00657XYDM,"Metal, Screw, Clamp, Wire, Industrial"
B00657XV4O,"Pressure gauge, medical device, blood pressure monitor, medical equipment, healthcare tool"
B006580L96,nan
B00667OJA8,"Motobatt, Quick Connect, Folding Lead Battery, Automotive, Replacement"
B0066DSTOE,"Surgical Scissors, Stainless Steel, Medical Instrument, Straight Tip, Curved Tip"
B0066XLWDE,nan
B00682RO76,"Drill Bit, Metal, Shank, Twist, Industrial"
B00689V41G,"Concrete Block, Gray, Rectangular, Outdoor Use, Garden Decoration"
B0069B8Y5M,nan
B0069KPMGW,nan
B0069QER2G,"Adhesive Tape, Double-Sided, Strong Adhesion, Industrial Use, High-Temperature Resistance"
B0069TW6DU,nan
B006ATU73A,"Shoe Repair, Clear Transparent, Waterproof, Fast Repair, Protective Coating"
B006C3O3Z2,"latex gloves, disposable, clear, medical-grade, protective"
B006DWT7HG,"Knife, Stainless Steel, Utility Knife, Kitchen Tool, Blade Length 12 inches"
B006EGAIII,"black, cooling pad, computer accessory, heat dissipation, ergonomic design"
B006EGAIJ2,"black, ramp, adjustable, rubber, heavy-duty"
B006EHYD24,nan
B006G1E3D2,"Repair Patches, Tenacious Tape, Rustines, Patch Holes, Adhesive Tape"
B006G8WORM,nan
B006GG0TDK,"Refractometer, Brix, Sugar Content, Measurement Tool, Laboratory Equipment"
B006GOL5CQ,"Loctite, Threadlocker, 222MS, Low Strength, 34 fl oz"
B006H8M24G,nan
B006HFGC04,"Command Hooks, Strong Hold, Medium Designer, Wall Organization, Do No Harm"
B006HLARU4,nan
B006IOZ03Y,nan
B006IOZ2TG,nan
B006IOZ46W,nan
B006IOZ5AW,nan
B006IOZ66A,nan
B006IPH5H2,"Analog Output, Optical Input, USB Input, Audio Interface, Compact Design"
B006IUS8MS,"Compex, Performance, Self-Adhesive, Electrodes, DJO Brand"
B006J4G45G,"Solid State Relay, Arduino, Electronics, Module, Electronics Components"
B006JGQP0I,nan
B006JJ7BXU,"Pressure gauge, psi, bar, 0-60 PSI, 0-4 bar, DuraChoice, industrial, mechanical, pressure measurement, industrial equipment, precision instrument, high accuracy, durable construction, easy installation, industrial use, professional quality, industrial pressure gauge, industrial equipment, industrial pressure measurement, industrial precision instrument, industrial durability, industrial installation, industrial precision, industrial accuracy, industrial construction, industrial equipment, industrial precision instrument, industrial durability, industrial installation, industrial precision, industrial accuracy, industrial construction"
B006JR8XBG,"Digital Level, Tilt%, Bevel Gauge, Angle Gauge, AccuRemote"
B006K3CC8O,nan
B006K3M8BK,"Infrared Thermometer, Non-Contact Temperature Measurement, Digital Display, High Accuracy, Fast Response Time"
B006KVGAJ8,"CNC, High Speed Steel, Spiral, Cutting Tool, Industrial"
B006KWCIV6,"Pressure gauge, psi, bar, kPa, measurement tool"
B006L2RU6S,"Oral-B, Electric Toothbrush, Precision Clean, 14,000 Strokes, Deep Clean"
B006L882NM,nan
B006MWPXSE,"Toenail Fungus Treatment, Pen Applicator, Antifungal Solution, Fingertip Care, Medical Grade Product"
B006NGI8VS,"Transformer, Voltage Regulator, Adjustable, Red, Industrial"
B006O93GLQ,nan
B006P39M8C,nan
B006P3IRXS,"Recycling Bin, Waste Management, Blue Trash Can, Green Garbage Bin, Waste Disposal"
B006PKKXM4,"Brass, Threaded, Elbow, Connector, Pipe"
B006PKKWV6,"Brass, Hexagonal, Threaded, Connector, Pipe"
B006PKMU7U,"Brass, Hose, Connector, Threaded, Brass"
B006PKMW4Q,"Brass, Male Thread, Hose Barb, Connector, Industrial"
B006PPI71S,nan
B006QIOK8S,nan
B006QMTUPC,nan
B006R9OGKS,"1/2"" Element, 6 Elements, 3.500 MIN. DIA., .980, .845, .507, 5.450"
B006R9O3HE,nan
B006R9OTS2,nan
B006RBB3AC,nan
B006RBANAS,nan
B006RBAU74,nan
B006ROR6JQ,"Brown, Circular, Adhesive, Tape, Ring-Shaped"
B006S21SQO,"LED, Common Anode, RGB, 3.2V, 2.0V"
B006S21S5U,"LEDs, Assorted Colors, Light Emitting Diodes, Multi-Color, Electronic Components"
B006SJDKBS,nan
B006SJIA0Y,"Cabinet Edge Protection Tape, Self-Adhesive, Kitchen Cabinet Repair, Edge Guard, Woodworking Tool"
B006STCVL8,"White powder, granular, crystalline, odorless, non-toxic"
B006TCLQ9M,"Glue, Double-Sided, Adhesive, Small Parts, Craft"
B006TVMHT6,"plug, electrical, connector, round, metal"
B006U1LTDU,nan
B006U4E9F2,"Valve, Threaded, Metal, Black Cap, Industrial"
B006UJJKV0,"Eco-Bond, Plumbing, Bath, Environmentally Safe, Sealant"
B006UKI830,nan
B006UKIAJW,nan
B006UKIB0A,nan
B006UKICJA,"beakers, laboratory, colorful liquids, glassware, scientific equipment"
B006UKIABA,nan
B006UKICMW,"Laboratory glassware, conical flasks, graduated, colorful liquids, laboratory equipment"
B006UKI6GY,nan
B006UKI5A6,nan
B006UKICQS,"Graduated Cylinder, Measuring Tool, Laboratory Equipment, Liquid Measurement, Glassware"
B006UKI5S8,nan
B006UKIASI,nan
B006VCGSP2,"Pressure gauge, mercury, barometer, industrial, DuraChoice"
B006VYY4FG,nan
B006VYY578,nan
B006VYXZLK,nan
B006VYY4TM,nan
B006WMRVS4,"Digital Caliper, Precision Measurement, Industrial Tool, Electronic Gauge, Calibration Equipment"
B006WQNHI8,nan
B006XGK05A,"Resistor Kit, Precision Metal Film, 1/2W, 86 Values, 860 Pieces, Joe Knows Electronics"
B006XGOYTS,"Resistor Kit, 1W, Metal Film, Precision, 860 Pieces, Joe Knows Electronics"
B006YTMNYC,"Vacuum Cleaner, Corded, Handheld, Lightweight, Portable"
B006Z6YQEE,"Cleaning Brush, Soft Bristles, Dental Care, Portable, Pack of 12"
B006Z6YWIO,"Hinge, Metal, Small, Door, Hardware"
B006Z58ZQK,nan
B006Z95LVI,"Gold Plated, RF Connector, SMA Male, PCB Mount, 5 Pieces"
B006ZB9L1C,"Hose Kit, Heat Shrink Tubing, Assorted Sizes, Electrical Insulation, Tool Box"
B006ZFQNT6,"Thick, Adhesive, Insulation, Electrical, Protection"
B006ZFNB2I,"Adhesive Tape, Conductive, Yellow Stripe, Insulation, Electrical"
B0070AZJ5O,"Brown bottle, spray nozzle, dropper, glass container, essential oil"
B0070PX7E4,"Toothbrush, Colgate, Soft, Manual, Oral Care"
B0070YPDDS,"LED Penlight, Diagnostic Reusable, Clip Touch Switch, AAA Batteries Included, PrimaCare"
B0070YYLHC,"CNC milling tool, carbide insert, high-speed steel, precision machining, industrial-grade"
B0070YYOX8,"Durable, High-Speed Steel, Industrial, Cutting Tool, Precision"
B0070YYP14,"CNC milling tool, carbide end mill, high precision, industrial grade, metal cutting tool"
B0070YZ41Y,"Drill bit, metal, long, straight shank, high precision"
B0070Z9X5Q,nan
B0070ZZB70,nan
B0071AR9XI,"Atlas Scientific, 250ml, Calibration Solution, pH Buffer, Laboratory Equipment"
B0071NBPE4,nan
B0071NC78C,nan
B0073BPP04,"Integrated Circuit, NE555P, SMD, Surface Mount, 16-Pin, DIP"
B0074II2K6,nan
B0074II0VM,nan
B0074NETHQ,"Scotch-Weld, Epoxy Adhesive, DP420, Black, 37ml"
B0074VCMFE,nan
B00755XY2Y,"Blue abrasive wheel, circular shape, textured surface, metal center, industrial use, cleaning tool"
B0075E9NN4,nan
B0075E7ZCA,nan
B0075E9T2Y,"buttons, rubber, textured, round, white"
B0076AY6J8,"Cap, Orange, Plastic, Small, Transparent"
B0076QY0M0,nan
B00775PDN0,"snowflake, geometric pattern, black and white, abstract design, minimalistic"
B00775PZ1U,nan
B0077RADFQ,"black, spherical, rubber, air pump, hose"
B0077RAX4W,"Medical Device, Nasal Cannula, Oxygen Therapy, Medical Equipment, Healthcare"
B0077RAUTA,"Medical Device, Syringe, Medical Equipment, Injection Tool, Medical Instrument"
B0077RAP1I,"Inflator, Air Pump, Tire Inflation, Tool, Automotive"
B00784RS5Q,nan
B0078MYO00,"Frequency Counter, Digital Display, Sinometer, VC2060, Signal Measurement"
B0079G39M4,"Blue, Terminal Block, 300V, 16A, 5 Pieces"
B0079JTU1K,"Black, Plastic, Screw-On, Cap, Drain Plug"
B0079JU91A,"Black, Plastic, Locking, Threaded, Cap"
B0079JU6J0,"TF-150, Black, Plastic, Locking, Connector"
B0079JTX3U,"Black, Plastic, Screw, Connector, Industrial"
B0079JTVRI,"black, plastic, circular, rubber, seal"
B0079LWFQK,"Stainless Steel Scalpel, Precision Blade Set, Medical Instrument, Surgical Tool, Scalpel Blades"
B0079SM1LW,"30 Pcs, 16 Pins, DIP Socket, IC Connector, Component Holder"
B0079SLYGU,"17 Pcs, 28 Pins, Black, Connector, PCB Mounting"
B0079YMIFA,"Trailer, Tow Bar, Wheels, Hitch, Utility"
B007AGG5VK,nan
B007AIJZO2,nan
B007B2AES8,"Precision Balls, Chrome Steel, 1/2"", 25 Pieces, Packaging"
B007B2AG3G,nan
B007B2ABRM,nan
B007B2AEYW,nan
B007B2AA0K,nan
B007B2AA82,nan
B007AZ85PU,"Lollipop, Pink, Handheld, Sweet Treat, Dessert"
B007B2AHM6,nan
B007B2AG7W,nan
B007B2AC2Q,nan
B007BEJ07W,"Titanium Scissors, Precision Cutting, Blue Handles, Sharp Blades, Medical Grade"
B007BRNTZS,"Immunological, Norwegian, Beta, Glucan, Capsules"
B007BTPAZ8,"metal rod, industrial, long, cylindrical, precision tool"
B007BTPNC8,"Threaded Taps, Metal, Industrial, Screw, Precision"
B007BTPBSO,"CNC, Metal, Cutting Tool, Precision, Industrial"
B007C5IH4C,"Cleaning Sponge, Multi-Color, Kitchen Tool, Soft Bristles, Scrubbing Pad"
B007CL8ERG,nan
B007COAAT8,nan
B007D5H4HW,"Brass, Threaded, Connector, Male, Pipe"
B007D5LJ50,"Clear, Plastic, Connector, Hose, Adapter"
B007D5H3OG,"Brass, Hose, Tee, Connector, Plumbing"
B007DDGYF2,"Digital, Data Logger, Power Button, Data Hold, DT-1130"
B007DQGKC6,nan
B007F7S4P4,"power supply, industrial, aluminum housing, fan cooling, compact size"
B007FER2IW,"Sanding Drum Set, 51 Piece, Sanding Kit, Drum Sanding, Abrasive Tools"
B007FK8O56,nan
B007FZZUF8,"measuring cylinders, graduated, laboratory equipment, plastic, colorful liquid"
B007G5LC4K,nan
B007GBZ952,"Yellow, Black, Adhesive Tape, Circular, Round"
B007GDXA60,"Brass, Compression, Male, Threaded, Connector"
B007GDX93E,"Brass, Male Connector, Threaded, Industrial, Red Stripe"
B007GDY3CU,"Air Compressor, Valve, Quick Connect, Brass, Industrial"
B007GDXT3O,"Brass, Threaded, Connector, Industrial, Red Cap"
B007GSGCMO,nan
B007GT7U8I,nan
B007HBNMTG,nan
B007HU6G22,"Blue, Crystals, Granular, Colorful, Sparkling"
B007I2IRG2,"Cable, Clamps, Electrical, Measurement, Black"
B007IW07PQ,"Name tags, personalized, various colors, marbled finishes, customizable, office supplies"
B007JOJ9QQ,nan
B007K4UKXG,"Network cable tester, orange, battery-powered, RJ45 connector, troubleshooting tool"
B007K6LHYU,"Crest, 3D White Luxe, Glamorous White, Fluoride Anticavity Toothpaste, Vibrant Mint"
B007K7I83C,"Solderless PCB, 4cm x 6cm, 2.54mm spacing, green surface, 19 holes per row, 10 rows, 18 columns, double-sided, pre-drilled holes, ideal for prototyping, DIY projects, electronics, hobbyists, beginners, electronics enthusiasts."
B007KDYOMU,"Water Quality Test Strip, pH Meter, Drinking Water, Home Testing Kit, Portable Measurement Tool"
B007KDX64C,nan
B007KM0CWC,"Private Property, No Trespassing, Warning Sign, Red Background, White Text"
B007L4AOZY,"Adhesive Tape, Black and White, Reflective, Safety, Barrier Tape"
B007LQC3Q0,"Red Star, Premier Classique, Active Dry Yeast, Genological Use, 0.176 oz"
B007O6VF52,"grinding wheel, metalworking tool, hand-held grinder, precision cutting, industrial equipment"
B007OSD9UO,"Storage Box, Plastic, Clear, Stackable, Organizer"
B007OXK272,"Transparent, Adhesive, Tape, Clear, Packaging"
B007OXK3YY,"black adhesive tape, double-sided tape, self-adhesive strip, strong adhesive, industrial use"
B007OXK1WI,"Pink, Double-Sided Tape, Adhesive, Circular, Packaging"
B007OXK1M8,"Black Velcro Strip, Adhesive Backing, Textured Surface, Easy Application, Versatile Use"
B007OXK1AK,"Dual Lock, Reclosable Fasteners, Strong Performance, Easy Installation, Customizable Options"
B007OXK4C0,"black, adhesive, circular, tape, strong"
B007PKBCAA,nan
B007PM4KPW,"Pulley System, Easy Lifting, Mechanical Advantage, Weight Reduction, Heavy Duty"
B007PP26RI,nan
B007POCIM2,nan
B007POCI2W,"Gold, Coaxial, Connectors, F-Type, 5-Pack"
B007Q1EMWI,nan
B007Q2GB5S,nan
B007Q2FXY8,nan
B007Q2GWAW,nan
B007Q94CZM,"Black, Plastic, Connector, Model UF35B, 10 Pieces"
B007QAJUUS,nan
B007S91ND4,nan
B007T6XNCA,nan
B007UXJYEI,nan
B007VXJK6E,"Electric toothbrush, rechargeable, wireless charging, travel case, USB cable"
B007VY84SS,"Clamp, Stainless Steel, Heavy Duty, Cross Inlet, Tube Clout"
B007X0OICG,nan
B007X5KAV4,"Lab Chemicals, 250ml, Atlas Scientific, Red Liquid, Yellow Liquid"
B007XIMYXS,"Microscopic, Bacteria, Curved, Filamentous, Scanning Electron Micrograph"
B007XRCUGK,nan
B007Y7D2GG,nan
B007Y7ETOU,nan
B007Y7I2K2,"Clear Tape, Adhesive Tape, Medical Tape, Medical Adhesive Tape, Clear Medical Tape"
B007Y7FWXC,nan
B007Y7IFA4,nan
B007Y7HPDC,nan
B007Y7I310,nan
B007Y7E0CQ,nan
B007Y7ILA8,nan
B007Y7I8AG,nan
B007Y87C9S,"black, twist, sides, opposite directions, removal"
B007Y8UX80,nan
B007YBEHIO,"Dragonpad, joystick, gaming accessory, ergonomic design, adjustable mount"
B007ZUDT1K,"Doorstopper, Non-slip, Rubber, Doorway, Protection"
B007ZYXPJM,"Citric Acid, Anhydrous, Sprouting Aid, Flavoring, Eye Irritant"
B0080LE3BS,"Dental bur, cylindrical shape, red cap, SF-5L6, dental instrument"
B0080L9FHA,"Natural Toothpaste, Wintergreen Flavor, Organic Ingredients, Fluoride-Free, Simple Formulation"
B0080XSES4,"Yeast, Rehydration, Refrigerated, Lallemand, Canada"
B00813HBBO,"Arduino Shield, Servo Motor, Stepper Motor, DC Motor, Electronics Component"
B0081CSFUQ,"Infrared Thermometer, Non-Contact Temperature Measurement, Digital Display, Laser Pointing, High Accuracy"
B0081JQIO4,"abrasive wheel, metal surface, circular shape, industrial tool, grinding process"
B0081TJJDG,"Brass, Valve, Locking, Key, Threaded"
B00823JDIW,"Ultra-low friction, film tape, non-stick surfaces, slick, adhesive-free"
B00823GUZG,nan
B00823JBPW,"Ultra-low friction, film tape, non-stick surfaces, slick, adhesive-free"
B00824ZT84,nan
B0082CM1UU,nan
B00835GGHU,"Brass, Compression, Fitting, Plumbing, Connector"
B00835HD1S,"Brass, Hose, Connector, Male, Threaded"
B00835ITHK,"Brass, Male, Threaded, Connector, Pipe"
B00835OO7Y,"Cancer, Reproductive Harm, Warning Label, P65 Warnings, CA.gov"
B00835Q5FS,nan
B00835RHUK,"Cancer, Reproductive Harm, Warning Label, P65 Warnings, CA.gov"
B00837ZGRY,"Infrared Thermometer, Safe Cooking, Holiday Meals, Non-Contact Measurement, Etekcity Brand"
B00838VPHS,nan
B00838XPQM,"11 inches, 29 cm, thermometer, temperature measurement, digital display"
B0083GC8SK,nan
B0083R1FME,"Super Lube, Multi-Purpose Grease, Lubrication, Industrial, Packaging"
B0083Y0Y0G,nan
B0083Z2TQ2,"Mounting bracket, adhesive backing, adjustable arm, secure attachment, versatile use"
B008420WOA,nan
B00843IV06,nan
B00843KK9Q,"Blue, Tubing, Flexible, Round, Soft"
B00843L1PI,"3 meters, 25mm diameter, heat-resistant, flexible, black rubber hose"
B00843NRSC,nan
B00847CDIS,"Toothpaste, Herbal, Professional Strength, Green Tea Extract, Natural Ingredients"
B0084JFWNY,"Digital Control, DC Power Supply, 30V 5A, Over-Voltage Protection, Over-CURRENT Protection, Setting Adjustment, Memory Recall/Save, Lock/Unlock, Beep On/Off, Voltage/Current Adjustment"
B0084JQL1Q,"Digital Thermometer, Temperature Measurement, Portable Device, LCD Display, Compact Design"
B008562GD0,"Refraction Meter, Measurement Tool, Calibration Screw, Focus Adjustment, Eyepiece"
B0085QLNFM,"Programmable DC Power Supply, Over-Voltage Protection, Over-CURRENT Protection, Constant Voltage Mode, Front Panel Lock-Out Function"
B0085XQSS2,nan
B0086FSKY4,"Red Star Yeast, Fermentis, Belgium, 5 gallons, 20-23 liters, 1 month, Refrigeration, Emulsifier, Sorbitan Monostearate, E491, Packaging, Envelope, Dissolve, Water, Temperature, Ingredients, Manufacturer, Gent, Belgium, Gabriel Peri, 37, 9000, Langerbruggekaai, 204501"
B0087R9NGA,"Wooden Box, Measuring Tools, Precision Instruments, Triangle Shapes, Red Handles"
B0087RGCGO,"Tool Bits, CNC Accessories, Cutting Tools, Industrial Hardware, Precision Components"
B0087UBCIE,nan
B0087X7262,"Thermal Adhesive, Arctic Silver, Conductive Material, High Performance, 7g Package"
B0087YI1KW,"Resistor, 10KΩ, 0.05W, ±3%, 100 pieces, surface mount"
B00880AVL2,"Black, Metal, Tactical, Mounting, Accessory"
B00880D5FG,nan
B0088AQFE4,nan
B0088ARCUU,nan
B00899WQ6U,"10pcs, 40-pin, black, flat ribbon cable, PCB connector"
B0089EEWYE,"Battery Fluid, Temperature Range, Rechargeable, Ethylene Glycol, Propylene Glycol"
B0089OOA6O,nan
B0089OP1JE,"No Trespassing Sign, Security Camera, Legal Warning, Property Protection, Compliance"
B0089OZNLK,"Graffiti Protection, Weatherproof, Chemical Resistant, Easy Maintenance, Customizable Signage"
B0089OZUUE,"No Soliciting Sign, No Exceptions, 12x18 Inches, Metal, Outdoor Use, Weatherproof, Security, Home, Office, Business, Protection"
B008AGUOIY,nan
B008AK67M2,"White, Mechanical, Kitchen Scale, Analog, Hanging"
B008BK74EG,"Electrical Tape, Super Strong Adhesion, Conformable Wrap, Indoor/Outdoor Use, Professional Grade"
B008BQQASQ,nan
B008BTYWCY,"Sprague stethoscope, latex-free, aneroid sphygmomanometer, carrying pouch, medical equipment."
B008CE0R40,"black, rubber, wedge, locking, heavy-duty"
B008CQQHPQ,"Colgate, MaxWhite, Whitening, Toothbrush, Soft"
B008D3O3F4,"Neodymium magnet, rectangular shape, strong magnetic field, high coercivity, powerful magnet, industrial use, N35 grade, nickel-plated surface, high temperature resistance, permanent magnet, rare earth material, strong attraction force, high energy density, industrial application, strong magnetic pull, high strength magnet, industrial magnets, strong magnetic field, industrial magnets, strong magnetic pull, industrial magnets, strong magnetic field, industrial magnets, strong magnetic pull, industrial magnets, strong magnetic field, industrial magnets, strong magnetic pull, industrial magnets, strong magnetic field, industrial magnets, strong magnetic pull, industrial magnets, strong magnetic field, industrial magnets,"
B008DF9LFO,"Potentiometer, 1/2W, 500KΩ, 5 Pieces, Adjustable Resistance"
B008DS266M,"Xcell, white envelope, packaging, promotional item, branded envelope"
B008DVURH4,"Neodymium magnet, round shape, strong magnetic force, nickel-plated, small size, powerful attraction, ideal for DIY projects, hobbyist magnets, industrial applications, magnetic pull, high-quality material, durable construction, easy installation, versatile use, strong adhesive, magnetic disc, strong magnetic field, strong magnetic pull, strong magnetic attraction, strong magnetic force, strong magnetic pull, strong magnetic attraction, strong magnetic field, strong magnetic pull, strong magnetic attraction, strong magnetic field, strong magnetic pull, strong magnetic attraction, strong magnetic field, strong magnetic pull, strong magnetic attraction, strong magnetic field, strong magnetic pull, strong magnetic attraction,"
B008DYNAPM,nan
B008DYN1B0,"wood, decay, broken,朽木, 腐烂"
B008ELGY6Q,"Foil, Heavy Duty, Foilserverve, Durable Packaging, International"
B008EMA2CM,nan
B008EOXXYO,"Brass Ball Valve, Threaded Connection, Brass Body, Stainless Steel Stem, High Pressure Rating"
B008FM8YU8,"black, plastic, hose, connector, elbow"
B008FMKU00,"White, Plastic, Threaded, Connector, Pipe"
B008FRFLEU,nan
B008FZAP4S,"Blue, 15A, 7 Pieces, Connector, Electrical"
B008H1EAOQ,"Floor Cleaning Tool, Cordless Vacuum, Hardwood Floor Cleaner, Dust Extraction, Home Maintenance"
B008IBOG7G,"yellow, folded, paper, hand, stack"
B008IFYEP6,"Transistor, 2N3904, 40V, 200mA, TO-92 Package, 20 Pieces"
B008IFYGLS,nan
B008IGQQFG,"Green, Rings, Plastic, Hollow, Outdoor"
B008IMQ73Q,"Blue, Rectangular, Screw Terminal, Assorted, Plastic Box"
